,trial,best_distance,learning_curve
0,0,inf,inf
1,1,507.25378429592485,507.25378429592485
2,2,504.9435820312201,504.9435820312201
3,3,499.39055948427296,499.39055948427296
4,4,498.24862332826746,498.24862332826746
5,5,491.915037663731,491.915037663731
6,6,487.4305080227335,487.4305080227335
7,7,486.63667239776635,486.63667239776635
8,8,484.1820562146541,484.1820562146541
9,9,481.5301687967308,481.5301687967308
10,10,477.6455622801393,477.6455622801393
11,11,470.6003882877465,470.6003882877465
12,12,468.7382352736763,468.7382352736763
13,13,467.7794960690438,467.7794960690438
14,14,466.36228124984643,466.36228124984643
15,15,464.3380957604017,464.3380957604017
16,16,462.7399221203696,462.7399221203696
17,17,460.6532969110684,460.6532969110684
18,18,459.43899047619453,459.43899047619453
19,19,457.84344280290014,457.84344280290014
20,20,455.97525848300296,455.97525848300296
21,21,453.8264174568965,453.8264174568965
22,22,448.2534096857934,448.2534096857934
23,23,443.80917631598925,443.80917631598925
24,24,443.75132363749043,443.75132363749043
25,25,440.6570810921512,440.6570810921512
26,26,440.05130697687446,440.05130697687446
27,27,435.7358378832528,435.7358378832528
28,28,435.2305667840213,435.2305667840213
29,29,435.16416472856156,435.16416472856156
30,30,434.25090473445,434.25090473445
31,31,431.69964696048356,431.69964696048356
32,32,431.67655899337996,431.67655899337996
33,33,430.7578673128976,430.7578673128976
34,34,429.24293157896403,429.24293157896403
35,35,426.5924779327281,426.5924779327281
36,36,425.3973213746207,425.3973213746207
37,37,425.0077637113602,425.0077637113602
38,38,424.543260280535,424.543260280535
39,39,422.9567858529654,422.9567858529654
40,40,421.2820353998003,421.2820353998003
41,41,418.91811431560564,418.91811431560564
42,42,416.31394254011593,416.31394254011593
43,43,415.80710001018656,415.80710001018656
44,44,414.39295424520105,414.39295424520105
45,45,413.55135810153,413.55135810153
46,46,413.2852381453692,413.2852381453692
47,47,411.9630965623931,411.9630965623931
48,48,411.18510681659507,411.18510681659507
49,49,410.5145520168491,410.5145520168491
50,50,410.261511664411,410.261511664411
51,51,409.89156767217906,409.89156767217906
52,52,408.13579187239446,408.13579187239446
53,53,407.3214241535184,407.3214241535184
54,54,406.6279516221452,406.6279516221452
55,55,403.43975087755024,403.43975087755024
