,k,b,c
0,695675.9678980956,0.011410528324569971,3.5408279368729105
1,828371.7027609115,0.006544925661033235,4.875382522713956
2,921742.8430277754,0.019482535570360587,2.6009398715845347
3,896758.6867055371,0.02025401597009753,5.9296873837451045
4,708724.8286051219,0.008604169664569289,2.2093863411944668
5,1051627.2949222552,0.011928684955755548,5.04062179625308
6,883163.7444371973,0.021422667896769727,0.9301979171091905
7,1490042.0654594428,0.015775632228107073,2.3784508954593844
8,1128752.6184409992,0.021657234612412753,4.126780855224158
9,735290.5992294584,0.012927495555168684,3.3878800881513724
10,1240503.1938023446,0.005134163269881956,2.5489276392414726
11,1200687.873126022,0.007177732305039614,1.0106350459768845
12,545291.1343405192,0.010129722392347745,6.072256636812432
13,1246351.9651930965,0.020498181368881097,1.4300583283448418
14,954478.1492493236,0.003934756218816821,3.1242075959604128
15,1488430.2199782406,0.02331824038263502,1.2259395755051716
16,543724.8532475819,0.008597525784560101,1.1865181389577022
17,801401.4068672727,0.02043837297942877,5.6207028191911625
18,1091527.5934557663,0.015578838864530542,0.6361748695901701
19,1295389.5998257014,0.011054352771810973,2.1422393345452235
20,890793.6485740177,0.002370814386114323,6.250152994839905
21,979725.0062046091,7.651469093401532e-05,6.255730067535016
22,1013089.5273538668,0.018804959649414178,4.794299589966952
23,955604.0347696003,0.020978065989057767,1.7322011077758486
24,667871.0983322572,0.012768513346042572,5.143964752917902
25,1455106.4929082277,0.01610903370655056,5.269279556763179
26,872557.9521988909,0.01873024327570546,0.2081764707525465
27,877619.2150695075,0.001909339899798651,1.5475389690466719
28,630416.0274848356,0.0014411935896202239,5.860676018765351
29,1072188.430628713,0.012663132479687887,1.2071503456268486
30,1008599.2742226929,0.005101387526312834,3.148144297447521
31,1380868.9242552696,0.0022979986161173194,0.7694031542491205
32,1263351.557017448,0.02326633271586724,0.7006956566120269
33,775976.7455967935,0.008543934782505128,3.406382931498685
34,1438952.84804737,0.02160843679573879,0.9506411281076201
35,917724.1911136382,0.010567742046001286,4.241859384480443
36,1496249.88025729,0.00048356689594740155,2.4914601745237444
37,1022717.6653181831,0.0053262701260018315,4.164225909631506
38,576961.9875120535,0.023133859582475737,0.5395083103775611
39,899003.2138890219,0.02053959737327497,1.9709457468760518
40,1202011.0327045927,0.015802888603626983,3.9023711624205624
41,1029754.2672737506,0.009470417334635184,2.096773630679071
42,966587.9239529875,0.016077070842176636,2.9188676723246316
43,1183835.7874511778,0.012611534842898906,5.34750896456426
44,1288119.0216933778,0.00786236969246594,3.727026404821498
45,1348454.063050742,0.007527207905862799,4.591927017067184
46,748348.0856451958,0.02209458913523396,2.323437265436208
47,1369952.251936461,0.009227973997124697,5.971498652512575
48,1035560.2213200346,0.010745185362569104,3.301361633371644
49,771723.1331651679,0.024239409111563037,4.297168146315945
50,843219.8970607035,0.022516931344259035,5.015583226394672
51,1410959.3425054708,0.0070457229345763294,0.9314341143697407
52,759053.7449851995,0.023466665065149397,4.200718614765544
53,1050849.9215627867,0.008332025303915904,6.114288857013998
54,722558.7742244032,0.024142834087914032,3.369866926382984
55,876364.1095230337,0.017266721861536355,5.805577331228999
56,787656.6222849794,0.0016388160151285499,5.67827027746214
57,542671.8628366872,0.01600878445325365,0.020456200722485045
58,826100.8065777632,0.0014399481836098182,4.937513996971316
59,1375309.2261921442,0.011829235649127079,1.3950939016286883
60,1198291.2884241345,0.022544354599631927,5.490708423117482
61,575533.643384982,0.0019594311607458725,3.3761907846418495
62,983506.2152058651,0.023622674780671142,1.5524284616047852
63,1097548.647262357,0.018976396124230896,2.210330893849141
64,1251915.238594499,0.02202109034626925,5.65698817019633
65,747168.2991645563,0.018447566898155587,1.2644841048505104
66,712678.9052125083,0.013115776600186126,0.5419324142072925
67,526094.0535929312,0.004360364295707359,5.580914597906229
68,1089956.0178747675,0.013433311669830854,1.0540514806289913
69,972828.601146308,0.020601672054783332,5.914012398122932
70,734012.7967750079,0.007575640279466361,5.4984271032224985
71,822628.5300005493,0.009104261547494852,5.91043198974307
