,trial,best_scores
0,0,-inf
1,1,0.26133477841896713
2,2,0.45490282639278684
3,3,0.45490282639278684
4,4,0.45490282639278684
5,5,0.45490282639278684
6,6,0.45490282639278684
7,7,0.45490282639278684
8,8,0.5776289552968015
9,9,0.5776289552968015
10,10,0.5776289552968015
11,11,0.5776289552968015
12,12,0.5776289552968015
13,13,0.5776289552968015
14,14,0.6454151880674639
15,15,0.6454151880674639
16,16,0.6454151880674639
17,17,0.6454151880674639
18,18,0.6454151880674639
19,19,0.6454151880674639
20,20,0.6454151880674639
21,21,0.6454151880674639
22,22,0.6454151880674639
23,23,0.6983689844048176
24,24,0.6983689844048176
25,25,0.6983689844048176
26,26,0.6983689844048176
27,27,0.7601721641311305
28,28,0.7601721641311305
29,29,0.7601721641311305
30,30,0.7601721641311305
31,31,0.8125613479645125
32,32,0.8125613479645125
33,33,0.8125613479645125
34,34,0.8125613479645125
35,35,0.8125613479645125
36,36,0.8125613479645125
37,37,0.8125613479645125
38,38,0.8125613479645125
39,39,0.8125613479645125
40,40,0.8125613479645125
41,41,0.8125613479645125
42,42,0.8125613479645125
43,43,0.8125613479645125
44,44,0.8125613479645125
45,45,0.8125613479645125
46,46,0.8125613479645125
47,47,0.8125613479645125
48,48,0.8125613479645125
49,49,0.8125613479645125
50,50,0.8125613479645125
51,51,0.8125613479645125
52,52,0.8125613479645125
53,53,0.8125613479645125
54,54,0.8125613479645125
55,55,0.8125613479645125
56,56,0.8125613479645125
57,57,0.8125613479645125
58,58,0.8125613479645125
59,59,0.8125613479645125
60,60,0.8125613479645125
61,61,0.8125613479645125
62,62,0.8125613479645125
63,63,0.8125613479645125
64,64,0.8125613479645125
65,65,0.8125613479645125
66,66,0.8125613479645125
67,67,0.8125613479645125
68,68,0.8125613479645125
69,69,0.9889517136609997
70,70,1.1159221036047609
71,71,1.1159221036047609
72,72,1.1159221036047609
73,73,1.1159221036047609
74,74,1.1159221036047609
75,75,1.1159221036047609
76,76,1.1159221036047609
77,77,1.1159221036047609
78,78,1.1159221036047609
79,79,1.1159221036047609
80,80,1.1159221036047609
81,81,1.1159221036047609
82,82,1.1159221036047609
83,83,1.1159221036047609
84,84,1.1159221036047609
85,85,1.1159221036047609
86,86,1.1159221036047609
87,87,1.1159221036047609
88,88,1.1159221036047609
89,89,1.1159221036047609
90,90,1.1159221036047609
91,91,1.1159221036047609
92,92,1.1159221036047609
93,93,1.1159221036047609
94,94,1.1159221036047609
95,95,1.1159221036047609
96,96,1.1159221036047609
97,97,1.1159221036047609
98,98,1.1159221036047609
99,99,1.1159221036047609
100,100,1.1159221036047609
101,101,1.1159221036047609
102,102,1.1159221036047609
103,103,1.1159221036047609
104,104,1.1159221036047609
105,105,1.1159221036047609
106,106,1.1159221036047609
107,107,1.1159221036047609
108,108,1.1159221036047609
109,109,1.1159221036047609
110,110,1.1159221036047609
111,111,1.1159221036047609
112,112,1.1159221036047609
113,113,1.1159221036047609
114,114,1.1159221036047609
115,115,1.1159221036047609
116,116,1.1159221036047609
117,117,1.1159221036047609
118,118,1.1159221036047609
119,119,1.1159221036047609
120,120,1.1159221036047609
121,121,1.1159221036047609
122,122,1.1159221036047609
123,123,1.1159221036047609
124,124,1.1159221036047609
125,125,1.1159221036047609
126,126,1.1159221036047609
127,127,1.1159221036047609
128,128,1.1159221036047609
129,129,1.1159221036047609
130,130,1.1159221036047609
131,131,1.1159221036047609
132,132,1.1159221036047609
133,133,1.1159221036047609
134,134,1.1159221036047609
135,135,1.1159221036047609
136,136,1.1159221036047609
137,137,1.1159221036047609
138,138,1.1159221036047609
139,139,1.1159221036047609
140,140,1.1159221036047609
141,141,1.1159221036047609
142,142,1.1159221036047609
143,143,1.1159221036047609
144,144,1.1159221036047609
145,145,1.1159221036047609
146,146,1.1159221036047609
147,147,1.1159221036047609
148,148,1.1159221036047609
149,149,1.1159221036047609
150,150,1.1159221036047609
151,151,1.1159221036047609
152,152,1.1159221036047609
153,153,1.1159221036047609
154,154,1.1159221036047609
155,155,1.1159221036047609
156,156,1.1159221036047609
157,157,1.1159221036047609
158,158,1.1159221036047609
159,159,1.1159221036047609
160,160,1.1159221036047609
161,161,1.1159221036047609
162,162,1.1159221036047609
163,163,1.1159221036047609
164,164,1.1159221036047609
165,165,1.1159221036047609
166,166,1.1159221036047609
167,167,1.1159221036047609
168,168,1.1159221036047609
169,169,1.1159221036047609
170,170,1.1159221036047609
