,k,b,c
0,1402637.843227242,0.020008831432336453,0.06226239643005768
1,1209189.2581318328,0.014328543886175086,0.8655307056878129
2,583433.8548315542,0.003384407622449343,2.491066082665795
3,1406746.9496066337,0.019287267806634714,1.9998444882599498
4,1243035.7066763951,0.020711608544460587,0.3481991050511192
5,1162141.3058621874,0.005496492627482841,0.19579246556923421
6,971616.3434675448,0.006720815469173788,2.182811185840174
7,913477.0894471605,0.018228413451750254,1.4692286218181443
8,749472.2929957999,0.009917824485606526,2.197112053314195
9,1266140.0174616436,0.020390566245612776,1.5323145699515262
10,595779.0708153131,0.010057435180849079,1.232372292760628
11,1052463.2943328703,0.01197256433741697,2.7741125638093567
12,1447578.3119119084,0.01982500454571825,2.5282522248802843
13,1200894.1526913578,0.019102292955128036,2.6323822274885273
14,855353.9450558173,0.0182884401955581,0.29139268640642246
15,1436564.3260260024,0.016898029913231184,3.011964761403238
16,1166387.9502999112,0.006892511523228082,0.8746915144389329
17,1188879.259124432,0.014177698019406848,1.7841287989427692
18,1492089.9661399,0.017188949700140007,2.861621415679985
19,1267427.3747820647,0.015395734466514469,0.20628510655817248
20,1435880.7231111242,0.009005134498827514,0.5243917488133537
21,852748.8467928306,0.009306110456790659,2.8248237533780935
22,757314.5170527493,0.02097793177868043,2.2874230241697697
23,766490.0166631012,0.0029959507254100656,1.4972739353030677
24,1106155.956519674,0.01452753893002992,2.8540430113697224
25,1103926.3840573449,0.0005935308512505816,2.659274676546719
26,1267972.8004941992,0.020125223611061376,1.3557559435531474
27,1109654.3685325831,0.011503984774878585,0.4873938012723784
28,1066943.2763648364,0.002394338611784444,2.8708389708668403
29,1283115.6216928763,0.0016283966518817112,1.3379347473845995
30,1452167.2059983537,0.009779274894069987,1.0720124187892173
31,1090643.0560674416,0.01770836371178446,0.9936225532269969
32,1148912.229441374,0.0162681139670074,2.5394498161390007
33,758749.1930975862,0.01359735637271237,2.389952022516392
34,988535.9086717869,0.006680250589415957,1.5709924373211084
35,1315653.2525743647,0.01905401585089513,1.456570589883579
36,892223.1395365065,0.01001200079039872,1.2790680869349018
37,600671.3568813482,0.005512120360141562,0.8706771163454455
38,1470820.0715448577,0.02011856886222078,2.3169533572529275
39,888280.8226798722,0.00952163004005447,2.1177238580180187
40,886621.8693129736,0.020728761823654452,3.0302221532759646
41,694737.7694921871,0.009742627562117627,2.2646382272991135
42,664066.2915611209,0.015840802628864205,0.4768877010520015
43,982357.6345272658,0.015126172002886188,0.9282662094431836
44,1104930.9586644974,0.005361016371600766,0.5923375271607934
45,1076319.31323155,0.006780455922323764,2.08865113714421
46,1348966.8511963096,0.011290047587156148,3.1015037323219476
47,557395.4908161394,0.010794927807665083,3.04541041129
48,929311.8270561593,0.0024635438772683984,1.4858861097157905
49,909053.1102416618,0.013115850715915693,2.8738947747925447
50,1028974.523184099,0.010106230545069123,0.5073348679766977
51,865608.3489864201,0.015436315319486832,0.45712484768374345
52,1365147.979305155,0.019888830863194016,2.596625350077647
53,1422442.173847279,0.017216185165636135,2.5494546061768624
54,1309933.6231631027,0.01888864890198021,1.3336088690375325
55,1188220.0493651628,0.010711281709333742,2.19567473274295
56,1223955.995310912,0.010827820236211635,2.5757407345780066
57,1136438.6631707032,0.005876899018344342,0.48556568692140517
58,728488.7640314281,0.014638604113100934,0.65150640407296
59,826874.3767821674,0.011517804212150122,0.1624120450759711
60,824201.359921207,0.003140667197662506,2.943705005035137
61,965665.7610876309,0.015819043156499207,2.1829600577219304
62,571527.7288915314,0.018332939823279774,0.07078331851695209
63,1380067.5323952122,0.009735941081355915,1.9429233808324675
64,982766.3115401166,0.018668173268952884,2.0510856153492982
65,788462.5825952301,0.01207222665408585,0.23402739874819314
66,1404073.6852783454,0.0132117346774184,0.5004747424368874
67,1283061.0045698711,0.022500341173504676,0.5805526327095973
68,912445.0462722399,0.005157940250487817,2.813252926751855
69,551643.050717606,0.014879406546310432,1.4601210053268918
70,1288289.4061094054,0.013923924395927446,0.07511946241629389
71,617126.3440455463,0.01180662993303183,1.8826847836239162
