,k,b,c
0,1215371.6415377585,0.006409840213563292,3.3396710275816566
1,1080994.202598779,0.021218855752305667,3.3933380115790546
2,960199.1903471184,0.01752865491961226,3.8793376504983024
3,1478467.7048619683,0.02154139537692475,2.2329147658573905
4,610637.4268063457,0.008321470466924991,1.8371363256617639
5,795054.394271874,0.002435221540833513,0.8421776216108735
6,543712.8628286235,0.005200325892067004,5.182846217804104
7,993395.8141672455,0.021543218523542323,1.6459857493912626
8,918841.8514982972,0.022555531594561147,5.1959602801796745
9,929920.2589680322,0.007586933907437785,0.04316430650812763
10,631908.2718113718,0.022269140223608375,4.80978212469953
11,1081847.8631713998,0.014691440472312174,3.633454104014504
12,931453.9887186501,0.010424022215107779,2.37793746186262
13,1487027.7891927755,0.022078192258528223,1.510686558617161
14,1388914.0894038533,0.018157093532428042,0.6987910100041834
15,618761.1843810899,0.02049543678862713,1.1437616550797318
16,511577.9027859382,0.012846474788293925,6.209526647909527
17,666162.4601282708,0.015253620148894677,1.8105714738922487
18,1122317.6810486994,0.0025501941997663202,5.064981553872112
19,1412037.791884468,0.0004107127456301207,2.5108605458134488
20,673820.1055978207,0.022490636952747906,5.303428518571343
21,1489781.2482715924,0.020531873910707724,0.7987239783435034
22,1408600.4257066362,0.017894624411575064,1.16268487839607
23,1066053.1539431983,0.016896473399497337,1.4708583364040972
24,942881.9367709344,0.0006627470042093742,5.622490571805382
25,961714.9846438414,0.02340945511727648,6.089847397108849
26,1102157.448466374,0.0005320378236926326,3.575401693489039
27,524955.5814421072,0.020918179666957266,1.1081920589389591
28,1181157.0024440228,0.016270135835441808,1.1371543140130913
29,618563.9913407887,0.015405934341861353,5.868415969839582
30,721644.5531724492,0.0016248926137578973,1.5281399165139193
31,548547.9571574862,0.007471238748981816,5.866910132547806
32,1372792.1581011084,0.01862026265357346,0.276434245016479
33,631418.7715384226,0.012026431405726432,0.9137864806759768
34,1181606.4560578815,0.021945025008700367,0.7328965993534148
35,879641.3937972097,0.016399317625401397,3.6944396865889835
36,604643.9133373973,0.014276701729334297,2.9969983093296584
37,1268030.9925026821,0.01102259637063833,1.0269494998961364
38,690839.8447110219,0.0006313602720265294,1.7239047234433604
39,614491.7493887751,0.02294714915546227,4.232646393750841
40,850920.8379444683,0.013753454901233978,2.2817163473757747
41,1080432.8388823362,0.008416611186680762,3.3969568357075386
42,937324.6210323418,0.0006446328465502749,3.590782378434171
43,1231591.3384506705,0.02403554004397483,4.311225086377371
44,1225958.6063477346,0.019723455170204802,1.2853388428482466
45,978553.6101184256,0.0064505251898279055,5.742070760570398
46,1424843.3561188597,0.016999125938693137,4.498992557448697
47,1101796.13686021,0.007327753090482467,2.591384459471932
48,625483.1940485853,0.005627315535906014,1.1102056324563023
49,506187.19072309195,0.0029725422519594064,3.367066737345927
50,1462550.3478585372,0.015572796340062107,1.0524987097151997
51,1070900.3503688946,0.022322586704124424,4.502667288951732
52,932825.5567389221,0.0060610501727003975,4.527339626508813
53,1251313.1957765538,0.019412525645653822,3.5498168683952103
54,1104854.4924686737,0.007392140488513397,2.245569168767419
55,785236.0938640833,0.0083342497453435,0.42662164259273117
56,1426408.3961348818,0.02246326399095715,2.557120356963086
57,653240.4740631048,0.01647488052050174,5.057345388780344
58,1316889.7200222225,0.017206070961453376,0.9470922189766385
59,803986.5378337305,0.0003923556614278512,4.608991572070856
60,1201807.8273496267,0.009741324446852724,1.901820660725033
61,1123011.1813002117,0.023342267220371957,1.5802206966059922
62,1394683.2103784806,0.023801809221666193,5.866129107804312
63,1495036.3065209775,0.014394659263145494,6.218805117513201
64,606851.6363486688,0.022137355281809545,1.074026304561288
65,908068.8897197014,0.001103729774899165,2.7891463868905824
66,1116547.324148581,0.01955146304574388,3.798974770608015
67,514179.71003955585,0.00035942692248861765,1.5416302283353145
68,668932.5009689804,0.015477351633937462,3.3318695906050926
69,966527.8201346793,0.009505087332261823,0.6468162464263586
70,865390.1354116201,0.022961947337377896,3.0446467338059366
71,1364685.1363192047,0.023809957369845255,0.6195647358887734
