,trial,best_scores
0,0,inf
1,1,51.41500652310869
2,2,51.41500652310869
3,3,51.41500652310869
4,4,51.41500652310869
5,5,50.200974950651
6,6,50.200974950651
7,7,50.200974950651
8,8,50.200974950651
9,9,43.92745953434461
10,10,43.92745953434461
11,11,43.92745953434461
12,12,43.92745953434461
13,13,43.92745953434461
14,14,43.92745953434461
15,15,43.92745953434461
16,16,43.92745953434461
17,17,43.92745953434461
18,18,43.92745953434461
19,19,43.92745953434461
20,20,25.70351406580698
21,21,25.70351406580698
22,22,25.70351406580698
23,23,23.238967940493364
24,24,23.238967940493364
25,25,23.238967940493364
26,26,23.238967940493364
27,27,23.238967940493364
28,28,23.238967940493364
29,29,23.238967940493364
30,30,23.238967940493364
31,31,23.238967940493364
32,32,21.899669630506708
33,33,21.899669630506708
34,34,21.899669630506708
35,35,21.899669630506708
36,36,21.899669630506708
37,37,21.899669630506708
38,38,21.899669630506708
39,39,21.899669630506708
40,40,21.899669630506708
41,41,21.899669630506708
42,42,21.899669630506708
43,43,21.899669630506708
44,44,21.899669630506708
45,45,21.899669630506708
46,46,21.899669630506708
47,47,21.899669630506708
48,48,21.899669630506708
49,49,21.899669630506708
50,50,21.899669630506708
51,51,21.899669630506708
52,52,21.899669630506708
53,53,21.899669630506708
54,54,21.899669630506708
55,55,21.899669630506708
56,56,21.899669630506708
57,57,21.899669630506708
58,58,21.899669630506708
59,59,21.899669630506708
60,60,16.007334392932634
61,61,15.772347862490191
62,62,15.772347862490191
63,63,15.772347862490191
64,64,15.772347862490191
65,65,15.772347862490191
66,66,15.772347862490191
67,67,15.772347862490191
68,68,15.772347862490191
69,69,15.772347862490191
70,70,15.772347862490191
71,71,15.772347862490191
72,72,15.772347862490191
73,73,15.772347862490191
74,74,15.772347862490191
75,75,15.772347862490191
76,76,15.772347862490191
77,77,15.772347862490191
78,78,15.772347862490191
79,79,15.772347862490191
80,80,15.772347862490191
81,81,15.772347862490191
82,82,15.772347862490191
83,83,15.772347862490191
84,84,15.772347862490191
85,85,15.772347862490191
86,86,15.772347862490191
87,87,15.772347862490191
88,88,15.772347862490191
89,89,15.772347862490191
90,90,15.772347862490191
91,91,15.772347862490191
92,92,15.772347862490191
93,93,15.772347862490191
94,94,15.772347862490191
95,95,15.772347862490191
96,96,15.772347862490191
97,97,15.772347862490191
98,98,15.772347862490191
99,99,15.772347862490191
100,100,15.772347862490191
101,101,15.772347862490191
102,102,15.772347862490191
103,103,15.772347862490191
104,104,15.772347862490191
105,105,15.772347862490191
106,106,15.772347862490191
107,107,15.772347862490191
108,108,15.772347862490191
109,109,15.772347862490191
110,110,15.772347862490191
111,111,15.772347862490191
112,112,15.772347862490191
113,113,15.772347862490191
114,114,15.772347862490191
115,115,15.772347862490191
116,116,15.772347862490191
117,117,15.772347862490191
118,118,15.772347862490191
119,119,15.772347862490191
120,120,15.772347862490191
121,121,15.772347862490191
122,122,15.772347862490191
123,123,15.772347862490191
124,124,15.772347862490191
125,125,15.410415079294665
126,126,15.410415079294665
127,127,15.410415079294665
128,128,15.410415079294665
129,129,15.410415079294665
130,130,15.410415079294665
131,131,15.410415079294665
132,132,15.410415079294665
133,133,15.410415079294665
134,134,15.410415079294665
135,135,15.410415079294665
136,136,15.410415079294665
137,137,15.410415079294665
138,138,15.410415079294665
139,139,15.410415079294665
140,140,15.410415079294665
141,141,15.410415079294665
142,142,15.410415079294665
143,143,15.410415079294665
144,144,15.410415079294665
145,145,15.410415079294665
146,146,15.410415079294665
147,147,15.410415079294665
148,148,15.410415079294665
149,149,15.410415079294665
150,150,15.410415079294665
151,151,15.410415079294665
152,152,15.410415079294665
153,153,15.410415079294665
154,154,15.410415079294665
155,155,15.410415079294665
156,156,15.410415079294665
157,157,15.410415079294665
158,158,15.410415079294665
159,159,15.410415079294665
160,160,15.410415079294665
161,161,15.410415079294665
162,162,15.410415079294665
163,163,15.410415079294665
164,164,15.410415079294665
165,165,15.410415079294665
166,166,15.410415079294665
167,167,15.410415079294665
168,168,15.410415079294665
169,169,15.410415079294665
170,170,15.410415079294665
171,171,15.410415079294665
172,172,15.405034434060578
173,173,15.405034434060578
174,174,15.405034434060578
175,175,15.405034434060578
176,176,15.405034434060578
177,177,15.405034434060578
178,178,15.405034434060578
179,179,15.405034434060578
180,180,15.405034434060578
181,181,15.405034434060578
182,182,15.405034434060578
183,183,15.405034434060578
184,184,15.405034434060578
185,185,15.405034434060578
186,186,15.405034434060578
187,187,15.12936542666975
188,188,15.12936542666975
189,189,15.12936542666975
190,190,15.12936542666975
191,191,15.12936542666975
192,192,15.12936542666975
193,193,15.12936542666975
194,194,15.12936542666975
195,195,15.12936542666975
196,196,15.12936542666975
197,197,15.12936542666975
198,198,15.12936542666975
199,199,15.12936542666975
200,200,15.12936542666975
201,201,15.12936542666975
202,202,15.12936542666975
203,203,15.12936542666975
204,204,15.12936542666975
205,205,15.12936542666975
206,206,15.12936542666975
207,207,15.12936542666975
208,208,15.12936542666975
209,209,15.12936542666975
210,210,15.12936542666975
211,211,15.12936542666975
