Index,Speed
0,0.668442475046403
0,0.4478448193563694
0,0.2489470941660605
0,0.36151160309065383
0,0.21696284068004515
0,0.30857682055749924
0,0.2156522467516697
0,0.3149420806425518
0,0.5075110450195713
0,0.19945610390153767
0,0.06565123018279678
0,0.34812047955592934
0,0.17340597503248814
0,0.358199673735327
0,0.3368796209964036
0,0.6509862846586281
0,0.4119378521846315
0,0.46592902621348037
0,0.22972237781675564
0,0.5751010413830627
0,0.4036651285368988
0,0.1455109739977386
0,0.2886563674462173
0,0.5057893854591533
0,0.4491295389245582
0,0.5421397971182956
0,0.4506088419111357
0,0.33955419984789664
0,0.1447720860227206
0,0.31454778089605484
0,0.3062470425100167
0,0.19372811782181568
0,0.260918936542189
0,0.3269343979412863
0,0.28766948386866703
0,0.4300378879427784
0,0.04432805638768627
0,0.6148843766429123
0,0.41966527694609657
0,0.6139657487441015
0,0.4708849605545131
0,0.6223436144137171
0,0.75924523765908
0,0.13386290655370078
0,0.19251317723224703
0,0.28827080541259936
0,0.3469085650743288
0,0.33964323252527384
0,0.2773778750152493
0,0.12630825124770328
0,0.5040378505527495
0,0.4376714316439479
0,0.18705707274319885
0,0.3136444694983897
0,0.05091874487603129
0,1.0072950838949994
0,0.588463811508346
0,0.06654705650815258
0,0.6712375302624265
0,0.5209509871188558
0,0.36959800214766225
0,0.1867803851955041
0,0.3088614917215118
0,0.33218648855722016
0,0.3027685080053826
0,0.25215601694866074
0,0.7589234497101284
0,0.10794128756269837
0,0.37077119420467025
0,0.27003153872644176
0,0.08377553533735498
0,0.14751070857892867
0,0.5628835688214281
0,0.18898198018138518
0,0.2405214813960305
0,0.4340554319005095
0,0.19925857982601422
0,0.9697738086863177
0,0.3551894065073589
0,0.6136174378684276
0,0.4412474414732112
0,0.39322399098249544
0,0.5143779766060202
0,0.1367513709917006
0,0.6403561303201407
0,0.29051898641516644
0,0.35502701424033806
0,0.5032190789343687
0,0.3149450392504257
0,0.32603595822603115
0,0.57595038333039
0,0.4696864455972666
0,0.6466815084689244
0,0.44591250083927636
0,0.48774979614391933
0,0.19421591004350144
0,0.14273789062145736
0,0.4308870201785369
0,0.3700321589982541
0,0.9610546243017086
1,0.5083682728129166
1,0.2216492764974206
1,0.08818175001295493
1,0.12501720143533143
1,0.3524567305332456
1,0.5052594787694362
1,0.14475147190338414
1,0.1779788560380327
1,0.4093396610667841
1,0.477206597190906
1,0.4050325109809051
1,0.21597201900546223
1,0.15989195674344028
1,0.31876664610035815
1,0.22634648368882251
1,0.19616882824109577
1,0.3690033355804392
1,0.6969766553417099
1,0.570016183663061
1,0.7462441974005195
1,0.5054431956720571
1,0.4922730109101972
1,0.30365356290203277
1,0.13288034720380285
1,0.20340495105231657
1,0.05459863976735581
1,0.2929450010884125
1,0.0641992120152983
1,0.2851542152401623
1,0.4266317574140148
1,0.7231792437910026
1,0.4066381282405071
1,0.1709532823853031
1,0.4787801371673008
1,0.18329387662217594
1,0.11157704554520344
1,0.1476001242196399
1,0.1983850310985078
1,0.14191597075934337
1,0.35067279390636735
1,0.28301121112485844
1,0.4291855560709138
1,0.47302724807037644
1,0.17027518536732789
1,0.5494689103233897
1,0.3105750731283154
1,0.213921555070818
1,0.417582603550694
1,0.10956529084387896
1,0.1421650751132551
1,0.2145799557430328
