0.9503,0.4496
0.9633,0.3681
0.9756,0.3897
0.9276,0.2714
0.9476,0.3361
0.9235,0.3871
0.91,0.3658
0.907,0.3162
0.9794,0.3149
0.9384,0.3157
0.8669,0.3143
0.8406,0.4509
0.9281,0.4518
0.9731,0.3858
0.8556,0.4113
0.9249,0.3414
0.9016,0.3208
0.8183,0.2783
0.834,0.2785
0.8224,0.276
0.8395,0.2973
0.7826,0.4605
0.7819,0.4532
0.793,0.4729
0.858,0.3911
0.8937,0.4199
0.7825,0.2969
0.7778,0.2904
0.7839,0.276
0.8917,0.3294
0.882,0.3411
0.891,0.3787
0.8143,0.2824
0.7657,0.3334
0.8146,0.4527
0.772,0.4557
0.8089,0.3281
0.887,0.307
0.8744,0.2847
0.8252,0.4969
0.8224,0.4906
0.8393,0.4891
0.8263,0.3832
0.8132,0.4124
0.9383,0.397
0.8873,0.3825
0.9453,0.3133
0.8501,0.3275
0.7892,0.4828
0.7602,0.4849
0.7742,0.4648
0.8061,0.3868
0.8701,0.3951
0.8537,0.3613
0.8325,0.4181
0.8428,0.4941
0.9964,0.4866
0.9109,0.4513
0.9498,0.452
0.9751,0.4629
0.9123,0.4357
0.8575,0.3266
0.9087,0.2842
0.7991,0.2693
0.9508,0.4665
0.8778,0.49
0.9339,0.4489
0.9953,0.4969
0.9877,0.4993
0.8873,0.4881
0.9847,0.3203
0.9743,0.2893
0.9173,0.2683
0.8925,0.2535
0.7748,0.2674
0.8682,0.2909
0.833,0.3571
0.9488,0.3395
0.9498,0.3573
0.976,0.2597
0.9734,0.4284
0.9423,0.4581
0.9783,0.4228
0.969,0.4129
0.947,0.3775
0.8879,0.4336
0.8759,0.4396
0.889,0.4919
0.9796,0.4856
0.8943,0.4505
0.8247,0.4185
0.7843,0.4749
0.9144,0.4268
0.8207,0.4552
0.9124,0.431
0.8822,0.4506
0.7536,0.2526
0.9357,0.2837
0.7938,0.2599
0.7529,0.4645
0.7694,0.4205
0.7851,0.3097
0.872,0.3692
0.8739,0.32
0.7724,0.3682
0.7401,0.1521
0.7298,0.1125
0.5988,0.1817
0.5416,0.2081
0.6089,0.1599
0.5683,0.0835
0.5745,0.1054
0.6469,0.128
0.6896,0.0592
0.6482,0.1925
0.6915,0.1484
0.6718,0.1442
0.6715,0.08
0.6112,0.0109
0.6314,0.009
0.5007,0.1056
0.553,0.1855
0.5059,0.1069
0.5313,0.0248
0.7248,0.1064
0.6118,0.0207
0.6407,0.062
0.6605,0.0053
0.5922,0.0056
0.622,0.11
0.6483,0.2178
0.7182,0.0914
0.6238,0.0855
0.5325,0.1977
0.5147,0.2044
0.5332,0.1797
0.6116,0.1653
0.6357,0.1598
0.6768,0.1484
0.6689,0.2295
0.5279,0.1964
0.5094,0.1362
0.6708,0.1354
0.6646,0.1797
0.5594,0.0903
0.5034,0.0095
0.5465,0.0118
0.711,0.0158
0.6396,0.045
0.6737,0.1112
0.7404,0.1567
0.7272,0.193
0.5409,0.0212
0.5756,0.0502
0.654,0.0566
0.688,0.0693
0.6553,0.0935
0.6548,0.0166
0.5163,0.0587
0.5014,0.1785
0.5694,0.1584
0.573,0.1139
0.6129,0.0816
0.5232,0.0983
0.6822,0.026
0.6737,0.2029
0.6463,0.1651
0.717,0.0457
0.708,0.1249
0.7087,0.1256
0.6562,0.0792
0.634,0.0226
0.6555,0.0183
0.6751,0.0074
0.609,0.0945
0.6753,0.1729
0.7239,0.2445
0.7473,0.1749
0.6862,0.1833
0.7181,0.1922
0.5272,0.009
0.5987,0.0959
0.702,0.1853
0.745,0.1673
0.7028,0.095
0.7162,0.0593
0.7192,0.0203
0.6955,0.0307
0.6232,0.2153
0.5666,0.2075
0.571,0.2123
0.5637,0.0175
0.5754,0.0733
0.6041,0.128
0.5968,0.0942
0.5135,0.0974
0.5776,0.0852
0.6397,0.102
0.6798,0.0491
0.688,0.0297
0.592,0.1756
0.642,0.2256
0.678,0.1279
0.6916,0.0419
0.5474,0.0835
0.5522,0.0784
0.5414,0.2116
0.5546,0.184
0.5484,0.1981
0.6018,0.1863
0.694,0.1766
0.579,0.2103
0.594,0.2456
0.5876,0.1723
0.5897,0.0728
0.5656,0.1318
0.583,0.149
0.5389,0.2467
0.5832,0.0404
0.5412,0.2332
0.5833,0.2191
0.6888,0.2163
0.5274,0.2084
0.5141,0.2021
0.6535,0.0035
0.6839,0.0657
0.6295,0.0618
0.5984,0.1408
0.6338,0.2272
0.7172,0.1987
0.6357,0.2173
0.5851,0.2034
0.5549,0.2206
0.5872,0.2364
0.6637,0.1201
0.5983,0.1854
0.7202,0.1253
0.685,0.1043
0.7057,0.02
0.697,0.0269
0.6989,0.0991
0.6843,0.0808
0.5128,0.0571
0.5419,0.1198
0.5357,0.2162
0.7052,0.2403
0.7234,0.1645
0.6881,0.0559
0.555,0.0168
0.5769,0.027
0.5198,0.0144
0.7155,0.2306
0.7346,0.0924
0.6139,0.1305
0.5958,0.0869
0.5536,0.1119
0.5433,0.0292
0.5328,0.2069
0.5178,0.162
0.5652,0.1492
0.5297,0.2291
0.5506,0.1789
0.5046,0.1981
0.564,0.2019
0.7372,0.1514
0.5878,0.1593
0.5688,0.242
0.5559,0.1997
0.5199,0.2043
0.5063,0.1478
0.5861,0.0767
0.5934,0.0243
0.6121,0.0779
0.6524,0.0595
0.7018,0.016
0.7468,0.0225
0.5375,0.2362
0.5537,0.2167
0.5438,0.2411
0.6172,0.192
0.647,0.1258
0.5518,0.191
0.5468,0.1495
0.6607,0.0913
0.6271,0.0345
0.5238,0.0587
0.5143,0.1101
0.5251,0.152
0.6466,0.1708
0.6995,0.0113
0.7191,0.0301
0.6864,0.0683
0.7359,0.1735
0.7451,0.1881
0.6395,0.1191
0.5752,0.0882
0.6677,0.1209
0.7017,0.0433
0.7488,0.0144
0.6032,0.0299
0.5266,0.079
0.5243,0.0179
0.5095,0.0117
0.5635,0.0556
0.7148,0.1001
0.7006,0.1853
0.6754,0.2398
0.6329,0.2191
0.61,0.0996
0.6189,0.1152
0.7414,0.1562
0.7216,0.1771
0.7067,0.1211
0.6998,0.1871
0.6671,0.1915
0.7087,0.1509
0.7141,0.1385
0.6449,0.1651
0.6322,0.234
0.616,0.2103
0.6389,0.098
0.5942,0.0676
0.6094,0.0601
0.66,0.0938
0.577,0.1572
0.6294,0.1815
0.6118,0.1553
0.6184,0.1496
0.564,0.1226
0.5705,0.1264
0.703,0.0547
0.6697,0.0554
0.6234,0.0173
0.5759,0.0094
0.521,0.0227
0.5604,0.1667
0.5509,0.1291
0.5684,0.1718
0.7242,0.1231
0.6889,0.1233
0.5356,0.1348
0.5063,0.1258
0.5856,0.1237
0.656,0.0762
0.7441,0.174
0.7271,0.0989
0.7326,0.0853
0.7318,0.0005
0.5562,0.0465
0.5383,0.0109
0.5802,0.0566
0.6464,0.0768
0.6731,0.1253
0.7151,0.1478
0.6617,0.1637
0.2964,0.9019
0.2821,0.9556
0.3748,0.9782
0.3822,0.9525
0.3632,0.9347
0.2714,0.7933
0.2654,0.785
0.2939,0.869
0.3525,0.8644
0.2934,0.8129
0.3216,0.9462
0.3914,0.9493
0.3482,0.9238
0.332,0.868
0.323,0.8423
0.3695,0.8995
0.3075,0.9218
0.3469,0.9145
0.4842,0.8245
0.4215,0.7715
0.412,0.7687
0.3855,0.8168
0.3314,0.7962
0.3256,0.8206
0.3456,0.859
0.4162,0.7657
0.4247,0.7582
0.4987,0.775
0.2795,0.9735
0.3298,0.9956
0.4475,0.9552
0.3568,0.9955
0.3117,0.9235
0.3074,0.9202
0.3346,0.906
0.3261,0.8591
0.3277,0.82
0.4419,0.8793
0.3299,0.8691
0.3063,0.8351
0.4689,0.8283
0.4615,0.8199
0.4223,0.8476
0.3384,0.93
0.3102,0.8294
0.3943,0.9901
0.3262,0.9613
0.4016,0.8185
0.3911,0.7633
0.4148,0.9011
0.4781,0.9372
0.4898,0.7649
0.395,0.7796
0.3363,0.8107
0.273,0.8314
0.3102,0.9485
0.3109,0.9815
0.3072,0.9435
0.4174,0.9699
0.3968,0.9527
0.4616,0.8266
0.3433,0.8505
0.319,0.8214
0.2822,0.8714
0.2919,0.7936
0.2539,0.8532
0.2623,0.8747
0.2898,0.8783
0.2917,0.8964
0.3705,0.8323
0.3792,0.863
0.392,0.8721
0.2847,0.7829
0.2813,0.8007
0.2965,0.907
0.3488,0.901
0.4334,0.9153
0.2924,0.9197
0.4588,0.9366
0.3962,0.9107
0.4586,0.8876
0.4907,0.8205
0.4081,0.7777
0.3786,0.7918
0.4537,0.9233
0.3895,0.9607
0.3026,0.8399
0.3059,0.8826
0.355,0.8627
0.4579,0.9458
0.4989,0.9537
0.4603,0.9696
0.4515,0.7626
0.3331,0.767
0.4304,0.8461
0.4916,0.7918
0.441,0.8656
0.3738,0.7694
0.3643,0.764
0.4108,0.7595
0.4869,0.792
0.4868,0.8052
0.4782,0.8816
0.4704,0.912
0.4546,0.8745
0.464,0.8342
0.4873,0.8929
0.4581,0.8632
0.3501,0.8828
0.2645,0.7675
0.2525,0.8113
0.3918,0.7624
0.2604,0.841
0.2742,0.9014
0.3028,0.8644
0.3009,0.9542
0.2738,0.9891
0.2958,0.9483
0.3886,0.8944
0.4739,0.9803
0.4847,0.9322
0.3839,0.8295
0.4234,0.7985
0.498,0.9645
0.4278,0.938
0.2591,0.9543
0.3327,0.9298
0.4408,0.8239
0.4756,0.8002
0.2864,0.9856
0.3174,0.9886
0.3512,0.9652
0.4339,0.9464
0.4787,0.8949
0.4384,0.9905
0.3969,0.901
0.4809,0.9747
0.4637,0.9915
0.4425,0.9793
0.3707,0.9443
0.4988,0.8855
0.4615,0.7961
0.3269,0.8152
0.3283,0.8312
0.324,0.8831
0.3065,0.9859
0.2758,0.8302
0.3529,0.8481
0.4951,0.9185
0.477,0.9527
0.4864,0.9699
0.4534,0.7575
0.3066,0.7755
0.3353,0.9901
0.2932,0.952
0.3454,0.9953
0.353,0.938
0.4578,0.959
0.4715,0.9655
0.2995,0.9307
0.2758,0.8463
0.3729,0.826
0.2935,0.9094
0.3174,0.9205
0.2694,0.8645
0.3919,0.898
0.4412,0.8356
0.4497,0.8796
0.455,0.9404
0.4479,0.899
0.4743,0.7523
0.4934,0.8124
0.4392,0.9387
0.4237,0.9416
0.3417,0.789
0.2561,0.7737
0.3707,0.8198
0.3738,0.7979
0.3296,0.8248
0.3368,0.7963
0.4145,0.8136
0.4324,0.7837
0.4357,0.9756
0.4548,0.8811
0.3882,0.831
0.3584,0.8682
0.309,0.9221
0.2987,0.8746
0.3517,0.8873
0.4066,0.8762
0.4878,0.9287
0.4054,0.8496
0.3099,0.9245
0.2968,0.9634
0.287,0.9796
0.2826,0.9756
0.4391,0.8335
0.4464,0.769
0.3153,0.7557
0.2901,0.7841
0.448,0.9072
0.3975,0.8536
0.4327,0.8252
0.3563,0.7909
0.2983,0.7954
0.3654,0.7886
0.3684,0.7699
0.2697,0.795
0.2752,0.7922
0.4849,0.8662
0.3394,0.9162
0.3602,0.9118
0.4174,0.9584
0.3252,0.9487
0.3004,0.9522
0.2674,0.9307
0.378,0.9913
0.3809,0.9876
0.2935,0.9799
0.3332,0.805
0.2965,0.8284
0.378,0.8168
0.4614,0.8667
0.4855,0.8736
0.3996,0.7876
0.2614,0.7677
0.4109,0.8574
0.3444,0.7706
0.4,0.7971
0.4238,0.8753
0.3146,0.8903
0.2945,0.9503
0.2945,0.7869
0.2724,0.7642
0.4498,0.9808
0.3727,0.9164
0.3607,0.8733
0.2833,0.901
0.4315,0.7643
0.4795,0.7692
0.4646,0.773
0.2865,0.7849
0.307,0.9078
0.3317,0.9467
0.4861,0.9219
0.4734,0.7926
0.4867,0.7711
0.4542,0.7512
0.277,0.8484
0.2571,0.8246
