0.1158,0.7183
0.1947,0.6613
0.2366,0.6248
0.2324,0.5157
0.1647,0.7424
0.0714,0.698
0.0455,0.6766
0.1417,0.7374
0.249,0.6668
0.1703,0.579
0.2297,0.6549
0.246,0.7474
0.2109,0.7438
0.2126,0.709
0.2286,0.7278
0.0987,0.7018
0.0192,0.6437
0.0259,0.6669
0.0245,0.6397
0.039,0.6411
0.1978,0.5143
0.1635,0.5383
0.1751,0.5638
0.1759,0.5768
0.1705,0.5833
0.0588,0.5078
0.0066,0.519
0.0394,0.5322
0.0613,0.5784
0.1491,0.5901
0.1969,0.5874
0.1776,0.6102
0.1715,0.7208
0.2052,0.7141
0.184,0.5199
0.1412,0.5379
0.0283,0.5823
0.0114,0.614
0.1258,0.6979
0.2475,0.6512
0.2326,0.6333
0.2079,0.5643
0.1683,0.6047
0.1671,0.5235
0.2049,0.5206
0.176,0.6285
0.1949,0.6482
0.1399,0.5777
0.097,0.6089
0.142,0.7
0.1839,0.5309
0.2312,0.5114
0.2438,0.5564
0.1882,0.7307
0.1862,0.7232
0.0979,0.6371
0.0273,0.6213
0.0141,0.5273
0.0082,0.5929
0.0024,0.6799
0.0572,0.7165
0.0395,0.6954
0.0589,0.7232
0.0736,0.6442
0.1159,0.6746
0.1361,0.5928
0.144,0.5949
0.1337,0.6253
0.0879,0.6213
0.1323,0.6045
0.2116,0.5987
0.0519,0.6384
0.0318,0.7473
0.0565,0.6497
0.0793,0.5667
0.2347,0.6492
0.2429,0.73
0.2493,0.635
0.218,0.5777
0.2324,0.6113
0.1296,0.6739
0.2228,0.6425
0.2356,0.5949
0.1786,0.6299
0.1733,0.6524
0.041,0.7385
0.0801,0.6133
0.1475,0.6046
0.1066,0.5894
0.1625,0.5199
0.0733,0.589
0.0027,0.6732
0.0045,0.7223
0.1242,0.5549
0.211,0.5824
0.0152,0.5502
0.0049,0.5656
0.067,0.6029
0.121,0.5183
0.2007,0.5118
0.1118,0.5126
0.1164,0.6326
0.238,0.7114
0.1357,0.7331
0.0605,0.7416
0.1237,0.6498
0.0551,0.6439
0.1304,0.5652
0.0867,0.702
0.1497,0.7087
0.1929,0.6072
0.2116,0.5841
0.2298,0.7251
0.1703,0.61
0.0607,0.6657
0.0741,0.7207
0.1046,0.7083
0.2144,0.6876
0.1185,0.7229
0.1497,0.6673
0.1465,0.6491
0.0781,0.6792
0.0453,0.7194
0.1058,0.575
0.1549,0.6268
0.1215,0.6445
0.1153,0.6985
0.1248,0.6931
0.1614,0.7117
0.239,0.6272
0.158,0.5991
0.2188,0.5889
0.2392,0.693
0.1883,0.7099
0.0,0.6528
0.1603,0.5013
0.2242,0.5556
0.058,0.6905
0.0602,0.7059
0.0224,0.5314
0.1269,0.6682
0.1539,0.6469
0.1048,0.5279
0.0623,0.5391
0.024,0.5566
0.017,0.6999
0.0899,0.7462
0.1948,0.5836
0.1898,0.5902
0.0787,0.5315
0.0407,0.5857
0.0707,0.5625
0.0768,0.6643
0.1164,0.7432
0.0988,0.7332
0.0466,0.7468
0.038,0.7477
0.2471,0.5899
0.2362,0.5419
0.2295,0.6866
0.2429,0.6791
0.2381,0.6643
0.1314,0.6455
0.2165,0.6042
0.14,0.5602
0.0363,0.5093
0.0785,0.5324
0.0744,0.5493
0.0953,0.6319
0.0242,0.6093
0.0565,0.5321
0.1752,0.5341
0.1734,0.6053
0.1622,0.6536
0.1317,0.683
0.1564,0.7443
0.1437,0.7386
0.1159,0.7185
0.0761,0.7146
0.2028,0.5607
0.1903,0.5553
0.198,0.6167
0.1402,0.7036
0.1455,0.7392
0.0557,0.6916
0.1034,0.6077
0.0034,0.6471
0.0624,0.6553
0.2029,0.6584
0.2403,0.6958
0.2414,0.7355
0.1324,0.688
0.1758,0.6921
0.2198,0.737
0.2398,0.5245
0.1989,0.5358
0.1395,0.666
0.0882,0.6479
0.0742,0.632
0.1216,0.5048
0.0394,0.5018
0.0846,0.5152
0.078,0.6999
0.011,0.6784
0.1914,0.7125
0.1778,0.6623
0.2271,0.6857
0.0074,0.7481
0.0481,0.7138
0.0364,0.6599
0.2028,0.5621
0.2483,0.5982
0.0864,0.5526
0.1372,0.5512
0.1309,0.6161
0.21,0.6522
0.2142,0.6406
0.2321,0.5447
0.2479,0.5769
0.1169,0.5813
0.1469,0.5747
0.171,0.5788
0.1342,0.5549
0.0161,0.5273
0.001,0.5356
0.045,0.611
0.0643,0.5093
0.0638,0.5677
0.0371,0.6308
0.1833,0.5425
0.1592,0.5398
0.2134,0.5867
0.1216,0.5168
0.0346,0.5215
0.171,0.5242
0.2181,0.5366
0.2224,0.5036
0.1315,0.5443
0.2002,0.5473
0.2052,0.5271
0.2285,0.6412
0.1746,0.6261
0.1677,0.5861
0.1929,0.6181
0.238,0.5572
0.1937,0.6145
0.1555,0.566
0.1604,0.669
0.0375,0.5957
0.0148,0.6621
0.756,0.4121
0.8375,0.4865
0.8101,0.307
0.8627,0.3676
0.8372,0.3391
0.865,0.3266
0.9473,0.4325
0.9495,0.4019
0.8643,0.3737
0.8884,0.4527
0.8802,0.4936
0.8925,0.45
0.8582,0.4008
0.9593,0.4261
0.8693,0.3899
0.7583,0.346
0.7655,0.385
0.816,0.2855
0.9001,0.2831
0.8234,0.3218
0.8172,0.4647
0.9238,0.482
0.9045,0.4773
0.7734,0.4176
0.8212,0.443
0.814,0.4148
0.797,0.4155
0.8941,0.3098
0.8212,0.3077
0.7822,0.2557
0.9872,0.3148
0.9792,0.3423
0.9178,0.3601
0.9741,0.4327
0.9952,0.3047
0.9518,0.4186
0.9531,0.3574
0.8704,0.4494
0.8469,0.449
0.863,0.4315
0.8174,0.4331
0.8302,0.3975
0.8903,0.3171
0.9151,0.2971
0.89,0.2641
0.9179,0.3462
0.9137,0.427
0.9215,0.4201
0.9829,0.3577
0.8988,0.4478
0.8734,0.4877
0.7667,0.464
0.7657,0.4464
0.9162,0.4731
0.9947,0.4403
0.9622,0.4042
0.9591,0.4095
0.9811,0.2593
0.8065,0.3141
0.8955,0.2843
0.9167,0.3095
0.8372,0.3261
0.9006,0.3676
0.9214,0.4449
0.9839,0.4701
0.9213,0.4472
0.8781,0.4916
0.9973,0.3134
0.9806,0.2882
0.8725,0.2793
0.8573,0.2619
0.941,0.3989
0.8634,0.4394
0.8617,0.4254
0.8794,0.4514
0.9075,0.4064
0.9225,0.4549
0.8778,0.4038
0.8133,0.3571
0.864,0.2825
0.8886,0.2935
0.8934,0.3503
0.8472,0.3818
0.7996,0.4002
0.7648,0.2583
0.7772,0.3086
0.7628,0.2688
0.7604,0.291
0.9288,0.2678
0.9928,0.2778
0.9908,0.2574
0.8164,0.316
0.8423,0.3055
0.901,0.3428
0.9848,0.4263
0.9391,0.2771
0.9423,0.2514
0.7642,0.3552
0.847,0.2881
0.8243,0.2709
0.8018,0.4624
0.7703,0.4126
0.7885,0.4427
0.7563,0.4549
0.766,0.4846
0.7731,0.4547
0.8889,0.495
0.9308,0.3897
0.7956,0.2614
0.9705,0.3531
0.884,0.3045
0.9512,0.3187
0.9845,0.3182
0.9742,0.4184
0.9438,0.4897
0.9336,0.3594
0.9343,0.2857
0.9225,0.2538
0.9824,0.305
0.9173,0.3423
0.959,0.4264
0.9032,0.3411
0.7661,0.4225
0.8438,0.4654
0.8393,0.4232
0.7563,0.3187
0.7717,0.2674
0.7986,0.2587
0.9434,0.4889
0.8986,0.4638
0.7934,0.4682
0.9797,0.2779
0.8807,0.262
0.8159,0.2572
0.8477,0.361
0.8201,0.4341
0.8621,0.4479
0.8309,0.397
0.8466,0.396
0.832,0.4283
0.8144,0.4357
0.9104,0.3456
0.9579,0.2545
0.9791,0.2915
0.843,0.4207
