,k,b,c
0,-1.0,-1.0,-1.0
1,12444.31612743323,0.007388825807149502,0.8842270553723551
2,12675.023274255223,0.0013238710792006754,2.040106448168541
3,-1.0,-1.0,-1.0
4,14585.329313453443,0.007176018755955019,6.22919049003776
5,12178.174485585565,0.009545103171489997,2.95949734813249
6,11499.180868678008,0.005819871749836944,3.0360796493267546
7,12392.409277771989,0.02152512446858532,0.12555706818295054
8,-1.0,-1.0,-1.0
9,-1.0,-1.0,-1.0
10,-1.0,-1.0,-1.0
11,-1.0,-1.0,-1.0
12,10109.083050108364,0.012170038652393026,4.9386863206826455
13,10128.359549758727,0.007714055730381428,2.247559924934695
14,13787.152063826226,0.006086879520146186,3.115956266553563
15,13825.018311993845,0.013317746066405843,5.5083788829276115
16,11790.69200671959,0.011593144677394258,4.383783135215988
17,14898.262266721367,0.02378157598228321,3.4910083371879996
18,10867.153925708528,0.023298063878572476,2.211587392510633
19,14564.507603945525,0.0172793284844445,0.4235549884993481
20,13641.713554140246,0.004945824656160428,3.3350404975074928
21,12317.203128434378,0.00014143463607317052,1.3924206208510614
22,11561.90949850445,0.0022336264144879993,1.4832031424300418
23,10043.650727787013,0.00923682731452635,0.5651033896312488
24,12857.80255298166,0.0118097575391584,0.25948550348379107
25,11122.402186826681,0.023030280158333485,2.151889742169427
26,11344.983148403764,0.005423845303757263,2.0007705584504256
27,12030.763698945766,0.005334403376161781,3.862064599608659
28,12234.708724739738,0.011014353217057564,1.8190614808900643
29,13931.892550276709,0.02065890125726368,1.7462538172502287
30,10179.999006087237,0.009295256849745663,5.30048452200286
31,-1.0,-1.0,-1.0
32,-1.0,-1.0,-1.0
33,10350.126470470934,0.024865011804255904,4.556552855406944
34,12088.312330579436,0.022765696978821144,2.9909896055630423
35,14727.662663732981,0.023531888613017436,1.179626399994425
36,12252.48171892664,0.0001283233888911356,0.9339872399913051
37,-1.0,-1.0,-1.0
38,12014.643705791796,0.015736268800107388,1.6695987576761602
39,11339.926205432315,0.02246543811039145,1.2911141145467513
40,11830.358097795908,0.023873950899453888,2.0156444963712814
41,13986.564649103551,0.01811801281509402,2.124560828519285
42,11885.478994414498,0.0073238040659751955,3.224142037726423
43,14547.705153654797,0.009104476927109102,1.0266389293500857
44,11787.964715608858,0.018065370411152294,5.818753766990662
45,11944.346684172717,0.00882952480167874,2.9867507159763034
46,11696.494085216726,0.01836208638493064,2.792395701761116
47,-1.0,-1.0,-1.0
48,-1.0,-1.0,-1.0
49,12825.123548296937,0.006049885185974333,3.4839343715295077
50,12502.404111812548,0.018454713445000718,2.6591288938623636
51,-1.0,-1.0,-1.0
52,12635.472288136694,0.01796717798119404,2.136947585998292
53,10651.27308998824,0.0007639795490679475,5.714500210635892
54,13245.242527188633,0.007285314572220239,5.5272786655265955
55,14972.163299748046,0.009949365714911491,1.2076698368293508
56,11994.495488782528,0.005266209356806073,4.898804718379576
57,10847.113724070603,0.007059846191875824,1.182316553126931
58,13415.809373054492,0.008944762193734931,5.403004372000034
